[2022/09/20 15:50:53] - Namespace(alpha=2.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='zero', epochs=100, epsilon=8, fname='output_wide6', init_tau=8, lr_max=0.05, lr_min=0.0, lr_schedule='multistep', max_iteration=6, model='wide', momentum=0.9, normalization='std', out_dir='free_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2022/09/20 15:50:57] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 CW Acc
[2022/09/21 04:58:02] - 56 	 705.5 	 	 0.0050 	 1.0082 	 0.5815 	 0.8555	 0.4441
[2022/09/21 05:10:51] - 57 	 704.0 	 	 0.0050 	 0.9806 	 0.5897 	 0.8512	 0.4371
[2022/09/21 05:23:40] - 58 	 705.5 	 	 0.0050 	 0.9528 	 0.6002 	 0.8547	 0.4344
[2022/09/21 05:36:29] - 59 	 704.6 	 	 0.0050 	 0.9332 	 0.6043 	 0.8367	 0.4273
[2022/09/21 05:49:16] - 60 	 702.4 	 	 0.0050 	 0.9094 	 0.6141 	 0.8512	 0.4199
[2022/09/21 06:02:02] - 61 	 702.2 	 	 0.0050 	 0.8880 	 0.6173 	 0.8504	 0.4270
[2022/09/21 06:14:47] - 62 	 700.9 	 	 0.0050 	 0.8708 	 0.6286 	 0.8492	 0.4289
[2022/09/21 06:27:26] - 63 	 696.7 	 	 0.0050 	 0.8550 	 0.6317 	 0.8461	 0.4082
[2022/09/21 06:39:56] - 64 	 687.6 	 	 0.0050 	 0.8379 	 0.6394 	 0.8578	 0.4305
[2022/09/21 06:52:25] - 65 	 686.7 	 	 0.0050 	 0.8188 	 0.6446 	 0.8383	 0.4152
[2022/09/21 07:04:54] - 66 	 686.3 	 	 0.0050 	 0.8049 	 0.6482 	 0.8496	 0.4160
[2022/09/21 07:17:22] - 67 	 685.9 	 	 0.0050 	 0.7854 	 0.6564 	 0.8457	 0.4141
[2022/09/21 07:29:50] - 68 	 685.8 	 	 0.0050 	 0.7714 	 0.6629 	 0.8434	 0.4031
[2022/09/21 07:42:18] - 69 	 685.3 	 	 0.0050 	 0.7593 	 0.6655 	 0.8516	 0.4160
[2022/09/21 07:54:46] - 70 	 685.2 	 	 0.0050 	 0.7510 	 0.6699 	 0.8527	 0.4227
[2022/09/21 08:07:14] - 71 	 685.4 	 	 0.0050 	 0.7317 	 0.6776 	 0.8543	 0.4043
[2022/09/21 08:19:42] - 72 	 685.7 	 	 0.0050 	 0.7170 	 0.6814 	 0.8508	 0.4168
[2022/09/21 08:32:10] - 73 	 685.6 	 	 0.0050 	 0.7056 	 0.6856 	 0.8422	 0.4109
[2022/09/21 08:44:38] - 74 	 686.1 	 	 0.0005 	 0.6931 	 0.6930 	 0.8512	 0.4027
[2022/09/21 08:57:08] - 75 	 686.7 	 	 0.0005 	 0.7543 	 0.6823 	 0.8898	 0.4832
[2022/09/21 09:09:41] - 76 	 689.9 	 	 0.0005 	 0.6433 	 0.7241 	 0.8879	 0.4773
[2022/09/21 09:22:18] - 77 	 693.7 	 	 0.0005 	 0.5914 	 0.7455 	 0.8781	 0.4766
[2022/09/21 09:34:57] - 78 	 695.5 	 	 0.0005 	 0.5565 	 0.7597 	 0.8801	 0.4793
[2022/09/21 09:47:37] - 79 	 696.2 	 	 0.0005 	 0.5244 	 0.7737 	 0.8914	 0.4723
[2022/09/21 10:00:17] - 80 	 696.9 	 	 0.0005 	 0.5057 	 0.7817 	 0.8875	 0.4820
[2022/09/21 10:12:59] - 81 	 698.0 	 	 0.0005 	 0.4818 	 0.7918 	 0.8828	 0.4730
[2022/09/21 10:25:41] - 82 	 698.4 	 	 0.0005 	 0.4615 	 0.7984 	 0.8820	 0.4805
[2022/09/21 10:38:24] - 83 	 699.0 	 	 0.0005 	 0.4376 	 0.8103 	 0.8883	 0.4699
[2022/09/21 10:51:07] - 84 	 699.9 	 	 0.0005 	 0.4234 	 0.8147 	 0.8832	 0.4664
[2022/09/21 11:03:51] - 85 	 700.4 	 	 0.0005 	 0.4070 	 0.8229 	 0.8859	 0.4652
[2022/09/21 11:16:36] - 86 	 700.4 	 	 0.0005 	 0.3882 	 0.8309 	 0.8836	 0.4668
[2022/09/21 11:29:21] - 87 	 700.9 	 	 0.0005 	 0.3758 	 0.8351 	 0.8840	 0.4590
[2022/09/21 11:42:06] - 88 	 701.7 	 	 0.0005 	 0.3602 	 0.8432 	 0.8742	 0.4602
[2022/09/21 11:54:53] - 89 	 702.4 	 	 0.0005 	 0.3490 	 0.8462 	 0.8801	 0.4504
[2022/09/21 12:07:39] - 90 	 702.4 	 	 0.0005 	 0.3401 	 0.8499 	 0.8848	 0.4527
[2022/09/21 12:20:26] - 91 	 703.3 	 	 0.0005 	 0.3244 	 0.8574 	 0.8805	 0.4598
[2022/09/21 12:33:14] - 92 	 703.2 	 	 0.0005 	 0.3108 	 0.8632 	 0.8773	 0.4586
[2022/09/21 12:46:02] - 93 	 703.8 	 	 0.0005 	 0.3017 	 0.8689 	 0.8746	 0.4633
[2022/09/21 12:58:48] - 94 	 702.9 	 	 0.0005 	 0.2936 	 0.8696 	 0.8777	 0.4605
[2022/09/21 13:11:40] - 95 	 707.0 	 	 0.0005 	 0.2835 	 0.8751 	 0.8848	 0.4484
[2022/09/21 13:24:32] - 96 	 707.9 	 	 0.0005 	 0.2723 	 0.8810 	 0.8797	 0.4527
[2022/09/21 13:37:24] - 97 	 707.6 	 	 0.0005 	 0.2663 	 0.8819 	 0.8824	 0.4578
[2022/09/21 13:50:16] - 98 	 707.3 	 	 0.0005 	 0.2588 	 0.8857 	 0.8730	 0.4578
[2022/09/21 14:03:05] - 99 	 705.3 	 	 0.0005 	 0.2487 	 0.8898 	 0.8766	 0.4605
[2022/09/21 14:03:05] - Total train time: 1221.0638 minutes
[2022/09/21 14:03:05] - Best checkpoint at 75, 0.483203125
