[2022/09/18 12:28:56] - Namespace(alpha=8.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='zero', epochs=100, epsilon=8, fname='output_wide6', init_tau=8, lr_max=0.1, lr_min=0.0, lr_schedule='multistep', max_iteration=6, model='wide', momentum=0.9, normalization='std', out_dir='free_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2022/09/18 12:28:59] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 CW Acc
[2022/09/18 20:22:57] - 34 	 743.9 	 	 0.1000 	 1.5016 	 0.4410 	 0.5508	 0.2805
[2022/09/18 20:36:37] - 35 	 752.0 	 	 0.1000 	 1.4980 	 0.4404 	 0.4117	 0.1840
[2022/09/18 20:50:08] - 36 	 743.4 	 	 0.1000 	 1.5015 	 0.4392 	 0.4188	 0.1742
[2022/09/18 21:03:41] - 37 	 743.9 	 	 0.1000 	 1.5027 	 0.4409 	 0.5512	 0.2602
[2022/09/18 21:17:18] - 38 	 748.8 	 	 0.1000 	 1.5003 	 0.4400 	 0.5477	 0.2727
[2022/09/18 21:31:03] - 39 	 755.2 	 	 0.1000 	 1.5000 	 0.4387 	 0.5477	 0.2738
[2022/09/18 21:44:43] - 40 	 751.9 	 	 0.1000 	 1.4971 	 0.4434 	 0.4984	 0.2609
[2022/09/18 21:58:21] - 41 	 749.3 	 	 0.1000 	 1.5003 	 0.4418 	 0.4352	 0.2148
[2022/09/18 22:11:56] - 42 	 745.6 	 	 0.1000 	 1.5011 	 0.4405 	 0.5559	 0.2687
[2022/09/18 22:25:42] - 43 	 757.8 	 	 0.1000 	 1.5039 	 0.4372 	 0.5664	 0.2941
[2022/09/18 22:39:27] - 44 	 756.6 	 	 0.1000 	 1.4997 	 0.4425 	 0.5582	 0.2773
[2022/09/18 22:53:03] - 45 	 746.9 	 	 0.1000 	 1.5051 	 0.4384 	 0.5172	 0.2613
[2022/09/18 23:06:49] - 46 	 757.7 	 	 0.1000 	 1.5088 	 0.4373 	 0.5133	 0.2598
[2022/09/18 23:20:34] - 47 	 756.3 	 	 0.1000 	 1.5038 	 0.4371 	 0.5777	 0.2848
[2022/09/18 23:34:16] - 48 	 754.0 	 	 0.1000 	 1.5000 	 0.4409 	 0.5246	 0.2441
[2022/09/18 23:47:59] - 49 	 754.3 	 	 0.0100 	 1.5035 	 0.4402 	 0.5590	 0.2531
[2022/09/19 00:01:39] - 50 	 751.3 	 	 0.0100 	 1.4751 	 0.4375 	 0.7457	 0.4039
[2022/09/19 00:15:15] - 51 	 747.9 	 	 0.0100 	 1.3801 	 0.4696 	 0.7402	 0.4156
[2022/09/19 00:28:48] - 52 	 744.6 	 	 0.0100 	 1.3267 	 0.4898 	 0.7461	 0.4332
[2022/09/19 00:42:22] - 53 	 745.7 	 	 0.0100 	 1.2687 	 0.5115 	 0.7570	 0.4008
[2022/09/19 00:55:59] - 54 	 748.6 	 	 0.0100 	 1.1799 	 0.5484 	 0.6570	 0.2328
[2022/09/19 01:09:34] - 55 	 747.8 	 	 0.0100 	 0.6864 	 0.7523 	 0.6820	 0.0156
[2022/09/19 01:22:29] - 56 	 743.6 	 	 0.0100 	 0.4297 	 0.8471 	 0.6707	 0.0000
[2022/09/19 01:36:01] - 57 	 743.6 	 	 0.0100 	 0.8191 	 0.6938 	 0.7617	 0.3863
[2022/09/19 01:49:31] - 58 	 743.1 	 	 0.0100 	 1.3038 	 0.4939 	 0.7574	 0.4078
[2022/09/19 02:03:03] - 59 	 743.6 	 	 0.0100 	 1.2529 	 0.5151 	 0.7574	 0.4195
[2022/09/19 02:16:35] - 60 	 744.5 	 	 0.0100 	 1.2258 	 0.5264 	 0.7730	 0.4148
[2022/09/19 02:30:07] - 61 	 743.8 	 	 0.0100 	 1.2062 	 0.5319 	 0.7805	 0.4219
[2022/09/19 02:43:41] - 62 	 745.4 	 	 0.0100 	 1.1857 	 0.5426 	 0.7754	 0.4199
[2022/09/19 02:57:16] - 63 	 746.8 	 	 0.0100 	 1.1757 	 0.5466 	 0.7664	 0.4129
[2022/09/19 03:10:51] - 64 	 747.5 	 	 0.0100 	 1.1630 	 0.5505 	 0.7855	 0.4180
[2022/09/19 03:24:27] - 65 	 747.9 	 	 0.0100 	 1.1489 	 0.5545 	 0.7637	 0.4164
[2022/09/19 03:38:02] - 66 	 747.2 	 	 0.0100 	 1.1368 	 0.5570 	 0.7730	 0.4145
[2022/09/19 03:51:35] - 67 	 745.2 	 	 0.0100 	 1.1214 	 0.5644 	 0.7812	 0.4277
[2022/09/19 04:05:09] - 68 	 745.5 	 	 0.0100 	 1.1132 	 0.5686 	 0.7566	 0.4133
[2022/09/19 04:18:41] - 69 	 744.5 	 	 0.0100 	 1.1028 	 0.5705 	 0.7910	 0.4289
[2022/09/19 04:32:15] - 70 	 745.9 	 	 0.0100 	 1.0909 	 0.5753 	 0.7871	 0.4355
[2022/09/19 04:45:50] - 71 	 746.4 	 	 0.0100 	 1.0785 	 0.5820 	 0.7887	 0.4219
[2022/09/19 04:59:22] - 72 	 745.2 	 	 0.0100 	 1.0629 	 0.5884 	 0.7816	 0.4086
[2022/09/19 05:12:56] - 73 	 745.5 	 	 0.0100 	 1.0326 	 0.5985 	 0.7531	 0.3684
[2022/09/19 05:26:27] - 74 	 745.6 	 	 0.0010 	 0.4445 	 0.8484 	 0.6145	 0.0152
[2022/09/19 05:39:59] - 75 	 745.5 	 	 0.0010 	 0.3344 	 0.8787 	 0.8391	 0.0164
[2022/09/19 05:53:31] - 76 	 744.2 	 	 0.0010 	 0.2278 	 0.9175 	 0.8590	 0.0199
[2022/09/19 06:07:02] - 77 	 744.1 	 	 0.0010 	 0.1821 	 0.9353 	 0.8590	 0.0176
[2022/09/19 06:20:33] - 78 	 742.7 	 	 0.0010 	 0.1552 	 0.9448 	 0.8648	 0.0445
[2022/09/19 06:34:04] - 79 	 743.1 	 	 0.0010 	 0.1299 	 0.9531 	 0.8676	 0.0340
[2022/09/19 06:47:34] - 80 	 742.9 	 	 0.0010 	 0.1104 	 0.9611 	 0.8504	 0.0293
[2022/09/19 07:01:04] - 81 	 742.1 	 	 0.0010 	 0.0935 	 0.9677 	 0.8547	 0.0312
[2022/09/19 07:14:33] - 82 	 741.8 	 	 0.0010 	 0.0757 	 0.9752 	 0.8742	 0.0297
[2022/09/19 07:27:50] - 83 	 730.8 	 	 0.0010 	 0.0677 	 0.9785 	 0.7836	 0.0359
[2022/09/19 07:41:11] - 84 	 733.3 	 	 0.0010 	 0.2122 	 0.9203 	 0.8527	 0.0500
[2022/09/19 07:54:30] - 85 	 732.5 	 	 0.0010 	 0.1224 	 0.9549 	 0.8828	 0.0754
[2022/09/19 08:07:46] - 86 	 729.6 	 	 0.0010 	 0.1039 	 0.9646 	 0.8648	 0.0637
[2022/09/19 08:21:05] - 87 	 731.7 	 	 0.0010 	 0.1145 	 0.9590 	 0.8504	 0.0590
[2022/09/19 08:34:25] - 88 	 732.9 	 	 0.0010 	 0.0909 	 0.9672 	 0.8848	 0.0770
[2022/09/19 08:47:43] - 89 	 731.4 	 	 0.0010 	 0.0649 	 0.9787 	 0.8602	 0.0547
[2022/09/19 09:01:02] - 90 	 732.8 	 	 0.0010 	 0.0468 	 0.9861 	 0.8754	 0.0563
[2022/09/19 09:14:23] - 91 	 733.9 	 	 0.0010 	 0.0545 	 0.9830 	 0.8594	 0.0496
[2022/09/19 09:27:45] - 92 	 734.8 	 	 0.0010 	 0.0578 	 0.9820 	 0.8629	 0.0813
[2022/09/19 09:41:07] - 93 	 735.6 	 	 0.0010 	 0.0679 	 0.9778 	 0.8797	 0.0813
[2022/09/19 09:54:31] - 94 	 736.8 	 	 0.0010 	 0.0769 	 0.9742 	 0.8836	 0.0719
[2022/09/19 10:07:56] - 95 	 738.0 	 	 0.0010 	 0.0617 	 0.9809 	 0.8742	 0.0594
[2022/09/19 10:21:23] - 96 	 738.9 	 	 0.0010 	 0.0484 	 0.9856 	 0.8672	 0.0715
[2022/09/19 10:34:50] - 97 	 739.7 	 	 0.0010 	 0.0411 	 0.9875 	 0.8734	 0.0805
[2022/09/19 10:48:18] - 98 	 740.9 	 	 0.0010 	 0.0305 	 0.9917 	 0.8852	 0.1062
[2022/09/19 11:01:47] - 99 	 741.7 	 	 0.0010 	 0.0265 	 0.9928 	 0.8719	 0.1000
[2022/09/19 11:01:47] - Total train time: 1240.3145 minutes
[2022/09/19 11:01:47] - Best checkpoint at 70, 0.435546875
