[2021/03/21 04:25:06] - Namespace(alpha=8.0, batch_size=128, data_dir='/mnt/storage0_8/torch_datasets/cifar-data', delta_init='zero', epochs=50, epsilon=8, fname='output_pre8', init_tau=8, lr_max=0.05, lr_min=0.0, lr_schedule='multistep', max_iteration=8, model='pre', momentum=0.9, out_dir='free_out', save_model=True, seed=0, weight_decay=0.0005, wide_factor=10)
[2021/03/21 04:25:07] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc 	 Val Acc 	 CW Acc
[2021/03/21 05:20:41] - 15 	 194.8 	 	 0.0500 	 1.3963 	 0.4858 	 0.4883	 0.2113
[2021/03/21 05:24:09] - 16 	 194.9 	 	 0.0500 	 1.3911 	 0.4866 	 0.5320	 0.2313
[2021/03/21 05:27:37] - 17 	 195.0 	 	 0.0500 	 1.3866 	 0.4875 	 0.5258	 0.2266
[2021/03/21 05:31:05] - 18 	 194.9 	 	 0.0500 	 1.3876 	 0.4902 	 0.5750	 0.2754
[2021/03/21 05:34:33] - 19 	 194.8 	 	 0.0500 	 1.3883 	 0.4885 	 0.5816	 0.2652
[2021/03/21 05:38:01] - 20 	 194.9 	 	 0.0500 	 1.3825 	 0.4893 	 0.5586	 0.3043
[2021/03/21 05:41:30] - 21 	 194.9 	 	 0.0500 	 1.3856 	 0.4889 	 0.5480	 0.2398
[2021/03/21 05:44:58] - 22 	 194.9 	 	 0.0500 	 1.3801 	 0.4909 	 0.5473	 0.2188
[2021/03/21 05:48:26] - 23 	 194.9 	 	 0.0500 	 1.3840 	 0.4887 	 0.5133	 0.2578
[2021/03/21 05:51:54] - 24 	 194.7 	 	 0.0050 	 1.3867 	 0.4865 	 0.5020	 0.2402
[2021/03/21 05:55:22] - 25 	 194.8 	 	 0.0050 	 1.4800 	 0.4354 	 0.7188	 0.4102
[2021/03/21 05:58:50] - 26 	 195.0 	 	 0.0050 	 1.3902 	 0.4659 	 0.7273	 0.4215
[2021/03/21 06:02:18] - 27 	 194.8 	 	 0.0050 	 1.3423 	 0.4832 	 0.7387	 0.4266
[2021/03/21 06:05:46] - 28 	 194.9 	 	 0.0050 	 1.3070 	 0.4959 	 0.7383	 0.4145
[2021/03/21 06:09:15] - 29 	 194.9 	 	 0.0050 	 1.2686 	 0.5134 	 0.7438	 0.4055
[2021/03/21 06:12:43] - 30 	 194.8 	 	 0.0050 	 1.2441 	 0.5204 	 0.7336	 0.4125
[2021/03/21 06:16:11] - 31 	 194.9 	 	 0.0050 	 1.2217 	 0.5280 	 0.7461	 0.4141
[2021/03/21 06:19:39] - 32 	 195.0 	 	 0.0050 	 1.2015 	 0.5376 	 0.7352	 0.4109
[2021/03/21 06:23:07] - 33 	 194.8 	 	 0.0050 	 1.1806 	 0.5466 	 0.7547	 0.4148
[2021/03/21 06:26:35] - 34 	 195.0 	 	 0.0050 	 1.1618 	 0.5529 	 0.7375	 0.4008
[2021/03/21 06:30:03] - 35 	 194.9 	 	 0.0050 	 1.1503 	 0.5579 	 0.7355	 0.3937
[2021/03/21 06:33:31] - 36 	 194.7 	 	 0.0050 	 1.1340 	 0.5666 	 0.7570	 0.4113
[2021/03/21 06:36:59] - 37 	 194.8 	 	 0.0050 	 1.1230 	 0.5686 	 0.7605	 0.4117
[2021/03/21 06:40:27] - 38 	 194.9 	 	 0.0050 	 1.1079 	 0.5750 	 0.7535	 0.4078
[2021/03/21 06:43:55] - 39 	 194.7 	 	 0.0005 	 1.0995 	 0.5789 	 0.7633	 0.4035
[2021/03/21 06:47:23] - 40 	 194.8 	 	 0.0005 	 1.1902 	 0.5336 	 0.8043	 0.4832
[2021/03/21 06:50:51] - 41 	 194.9 	 	 0.0005 	 1.1380 	 0.5545 	 0.8125	 0.4773
[2021/03/21 06:54:19] - 42 	 194.8 	 	 0.0005 	 1.1149 	 0.5611 	 0.8137	 0.4738
[2021/03/21 06:57:48] - 43 	 194.9 	 	 0.0005 	 1.0964 	 0.5662 	 0.8152	 0.4684
[2021/03/21 07:01:16] - 44 	 194.9 	 	 0.0005 	 1.0812 	 0.5722 	 0.8187	 0.4590
[2021/03/21 07:04:44] - 45 	 194.8 	 	 0.0005 	 1.0676 	 0.5751 	 0.8219	 0.4695
[2021/03/21 07:08:12] - 46 	 194.9 	 	 0.0005 	 1.0534 	 0.5798 	 0.8180	 0.4656
[2021/03/21 07:11:40] - 47 	 194.8 	 	 0.0005 	 1.0397 	 0.5869 	 0.8172	 0.4754
[2021/03/21 07:15:08] - 48 	 194.8 	 	 0.0005 	 1.0266 	 0.5894 	 0.8223	 0.4672
[2021/03/21 07:18:36] - 49 	 194.9 	 	 0.0005 	 1.0156 	 0.5942 	 0.8207	 0.4641
[2021/03/21 07:18:36] - Total train time: 162.4386 minutes
[2021/03/21 07:18:36] - Best checkpoint at 40, 0.483203125
